aggregateType,sourceFile,sourceRow,query,clicks,impressions,ctrPercent,position,priority,classifications,cluster,service,city,suggestedPrimaryRoute,relationStatus,relationBasis,recommendedAction
QUERY,Suchanfragen.csv,172,cleaning services,0,13,0,4.92,P3,POSITION_1_TO_5_NO_CLICK|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,173,fernumzug münchen,0,13,0,9,P3,POSITION_6_TO_10_LOW_CTR|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,174,umzugsservice regensburg,0,13,0,15.23,P1,POSITION_11_TO_20,regensburg-move,umzug,regensburg,/regensburg/umzug,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,175,gewerbeobjekt reinigung,0,13,0,15.92,P3,POSITION_11_TO_20|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,176,"professionelle umzüge und entrümpelungen in regensburg, deutschland und 
europaweit",0,13,0,22.54,P2,MANUAL_REVIEW,regensburg-clearance,entruempelung,regensburg,/regensburg/entruempelung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,177,praxisreinigung regensburg,0,13,0,41,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,178,muster angebote für reinigung,0,13,0,60.77,P2,MANUAL_REVIEW,cleaning-offer,reinigungsangebot,,/reinigungsfirma-angebot,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,179,angebot reinigungsarbeiten muster,0,13,0,62.38,P2,MANUAL_REVIEW,cleaning-offer,reinigungsangebot,,/reinigungsfirma-angebot,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,180,baugrobreinigung düsseldorf,0,12,0,1.33,P1,POSITION_1_TO_5_NO_CLICK,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,181,cleaning services dusseldorf,0,12,0,1.42,P3,POSITION_1_TO_5_NO_CLICK|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,182,reinigungsunternehmen,0,12,0,2.08,P3,POSITION_1_TO_5_NO_CLICK|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,183,lüftungsanlagen reinigen lassen düsseldorf,0,12,0,7.33,P3,POSITION_6_TO_10_LOW_CTR|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,184,umzugsfirma regensburg,0,12,0,11.25,P1,POSITION_11_TO_20,regensburg-move,umzug,regensburg,/regensburg/umzug,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,185,umzugshelfer für senioren bamberg,0,12,0,12.92,P3,POSITION_11_TO_20|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,186,desinfektion gewerbe düsseldorf,0,12,0,18.42,P3,POSITION_11_TO_20|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,187,büroumzug erding,0,12,0,19.92,P3,POSITION_11_TO_20|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,188,reinigung angebot,0,12,0,21.83,P2,MANUAL_REVIEW,cleaning-offer,reinigungsangebot,,/reinigungsfirma-angebot,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,189,gebäudereinigung angebot schreiben,0,12,0,53.5,P2,MANUAL_REVIEW,cleaning-offer,reinigungsangebot,,/reinigungsfirma-angebot,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,190,angebot reinigung muster,0,12,0,56.25,P2,MANUAL_REVIEW,cleaning-offer,reinigungsangebot,,/reinigungsfirma-angebot,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,191,reinigung nach umzug münchen,0,12,0,62,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,192,endreinigung wohnung münchen,0,12,0,69,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,193,umzugshilfe regensburg,0,11,0,2.45,P1,POSITION_1_TO_5_NO_CLICK,regensburg-move,umzug,regensburg,/regensburg/umzug,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,194,reinigungsfirma,0,11,0,5.27,P3,POSITION_6_TO_10_LOW_CTR|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,195,diskreter service,0,11,0,8.91,P3,POSITION_6_TO_10_LOW_CTR|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,196,gebäudereinigung düsseldorf düsseltal,0,11,0,9.09,P1,POSITION_6_TO_10_LOW_CTR,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,197,seniorenumzug starnberg,0,11,0,9.91,P3,POSITION_6_TO_10_LOW_CTR|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,198,düsseldorf hausmeisterdienst,0,11,0,10.18,P3,POSITION_11_TO_20|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,199,cleaning service near me,0,11,0,10.64,P3,POSITION_11_TO_20|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,200,düsseldorf hausmeisterdienste,0,11,0,13.27,P3,POSITION_11_TO_20|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,201,putzdienst düsseldorf,0,11,0,32.27,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,202,gebäudereinigungsfirma regensburg,0,11,0,47.36,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,203,umzug festpreis ingolstadt,0,11,0,61.27,P2,MANUAL_REVIEW,moving-calculator-intent,moving,,/umzug-kosten-rechner,MANUAL_REVIEW,"Kosten-/Preisabsicht kann Rechner-, Ratgeber- oder Leistungsintention sein und erfordert manuelle Prüfung.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,204,angebotsschreiben reinigung muster,0,11,0,64,P2,MANUAL_REVIEW,cleaning-offer,reinigungsangebot,,/reinigungsfirma-angebot,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,205,kompetente büroreiniger in düsseldorf,0,11,0,67.27,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,206,angebote schreiben für treppenhausreinigung,0,11,0,76.18,P2,MANUAL_REVIEW,cleaning-offer,reinigungsangebot,,/reinigungsfirma-angebot,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,207,baugrundreinigung düsseldorf,0,10,0,1.6,P1,PROTECT_WINNER|POSITION_1_TO_5_NO_CLICK,duesseldorf-deep-cleaning,grundreinigung,duesseldorf,/duesseldorf/grundreinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.","Gewinner-Signale schützen; keine radikale URL-, Canonical- oder Inhaltsänderung."
QUERY,Suchanfragen.csv,208,grundreinigung wohnung,0,10,0,3.7,P3,POSITION_1_TO_5_NO_CLICK|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,209,umzug,0,10,0,4.9,P3,POSITION_1_TO_5_NO_CLICK|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,210,fensterreinigung service,0,10,0,5.7,P3,POSITION_6_TO_10_LOW_CTR|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,211,umzugshilfe,0,10,0,6.2,P3,POSITION_6_TO_10_LOW_CTR|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,212,angebot zu teuer prüfen,0,10,0,7.8,P3,POSITION_6_TO_10_LOW_CTR|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,213,"günstige reinigung von glasoberflächen für privatkunden in düsseldorf und 
umgebung",0,10,0,10,P1,POSITION_6_TO_10_LOW_CTR,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,214,zuverlässige reinigung,0,10,0,12.7,P3,POSITION_11_TO_20|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,215,desinfektion für privat und gewerbe düsseldorf,0,10,0,24.7,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,216,cleaning service regensburg,0,10,0,25.2,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,217,desinfektion praxis düsseldorf,0,10,0,27.4,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,218,house cleaning regensburg,0,10,0,27.5,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,219,reinigung umzugsreinigung,0,10,0,37.3,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,220,leerfahrten,0,10,0,70.7,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,221,hausauflösung regensburg,0,10,0,81.3,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,222,fenster putzen düsseldorf,0,9,0,12.33,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,223,gebäudereinigung,0,9,0,12.78,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,224,reinigungskraft duesseldorf,0,9,0,13.56,P1,NEW_OR_LOW_DATA,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,225,beste unterhaltsreinigung in düsseldorf,0,9,0,13.67,P1,NEW_OR_LOW_DATA,duesseldorf-maintenance-cleaning,unterhaltsreinigung,duesseldorf,/duesseldorf/unterhaltsreinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,226,reinigung nach todesfall kosten,0,9,0,66.56,P2,NEW_OR_LOW_DATA|MANUAL_REVIEW,cleaning-calculator-intent,cleaning,,/reinigung-preis-rechner,MANUAL_REVIEW,"Kosten-/Preisabsicht kann Rechner-, Ratgeber- oder Leistungsintention sein und erfordert manuelle Prüfung.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,227,house cleaning dusseldorf,0,8,0,1.38,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,228,hausmeisterdienste düsseldorf,0,8,0,2.25,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,229,professionelle praxisreinigung,0,8,0,4,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,230,cleaner dusseldorf,0,8,0,6,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,231,reinigungsunternehmen in der nähe,0,8,0,6,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,232,hausmeister service düsseldorf,0,8,0,10.5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,233,reinigung firma in der nähe,0,8,0,11,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,234,düsseldorf hausmeister,0,8,0,11.5,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,235,unterhaltsreinigung in düsseldorf,0,8,0,12.25,P1,NEW_OR_LOW_DATA,duesseldorf-maintenance-cleaning,unterhaltsreinigung,duesseldorf,/duesseldorf/unterhaltsreinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,236,düsseldorf unterhaltsreinigung,0,8,0,12.75,P1,NEW_OR_LOW_DATA,duesseldorf-maintenance-cleaning,unterhaltsreinigung,duesseldorf,/duesseldorf/unterhaltsreinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,237,klaviertransport nürnberg,0,8,0,13.38,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,238,cleaning services regensburg,0,8,0,20.88,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,239,wohnungsreinigung generic service service,0,8,0,23.12,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,240,cleanpany,0,8,0,24.25,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,241,düsseldorf reinigungsfirma büro,0,8,0,28.62,P1,NEW_OR_LOW_DATA,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,242,umzugsreinigung preise,0,8,0,36.5,P2,NEW_OR_LOW_DATA|MANUAL_REVIEW,cleaning-calculator-intent,cleaning,,/reinigung-preis-rechner,MANUAL_REVIEW,"Kosten-/Preisabsicht kann Rechner-, Ratgeber- oder Leistungsintention sein und erfordert manuelle Prüfung.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,243,amft dienstleistung düsseldorf,0,8,0,39.75,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,244,dienstleistungen regensburg,0,8,0,49,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,245,reinigung angebot muster,0,8,0,49.25,P2,NEW_OR_LOW_DATA,cleaning-offer,reinigungsangebot,,/reinigungsfirma-angebot,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,246,professioneller wlan umzugsservice in bayern,0,8,0,55.62,P3,NEW_OR_LOW_DATA,unclassified,,,,UNCLEAR,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
QUERY,Suchanfragen.csv,247,haushaltsauflösung regensburg,0,8,0,65,P2,NEW_OR_LOW_DATA,regensburg-household-clearance,wohnungsaufloesung,regensburg,/regensburg/wohnungsaufloesung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Mehr Daten sammeln; keine Routing- oder Redirect-Entscheidung treffen.
