URL,locale,primaryQuery,shortTitle,seoTitle,titleLength,headline,description,descriptionLength,canonical,hreflang,status,issues
"https://www.floxant.de/reinigung-obertraubling","de-DE","endreinigung obertraubling","Endreinigung Obertraubling","Endreinigung Obertraubling | Fläche & Termin klären","51","Endreinigung","Reinigung in Obertraubling: FLOXANT prüft Fläche, Zustand, Objektart, Termin und Extras für Endreinigung, Übergabe und Objektservice. Obertraubling liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und...","218","https://www.floxant.de/reinigung-obertraubling","de-DE:https://www.floxant.de/reinigung-obertraubling | x-default:https://www.floxant.de/reinigung-obertraubling","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-painten","de-DE","wohnungsreinigung painten","Wohnungsreinigung Painten","Wohnungsreinigung Painten | FLOXANT Anfrage","43","Endreinigung","Reinigungsfirma für Painten gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Painten wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen...","220","https://www.floxant.de/reinigung-painten","de-DE:https://www.floxant.de/reinigung-painten | x-default:https://www.floxant.de/reinigung-painten","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-pentling","de-DE","reinigungsfirma pentling","Reinigungsfirma Pentling","Reinigungsfirma Pentling | Objekt prüfen lassen","47","Endreinigung","FLOXANT prüft Reinigungsanfragen in Pentling für Wohnung, Büro, Grundreinigung und saubere Übergabe nach Verfügbarkeit. Pentling liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und Kapazität werden vor...","220","https://www.floxant.de/reinigung-pentling","de-DE:https://www.floxant.de/reinigung-pentling | x-default:https://www.floxant.de/reinigung-pentling","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-pettendorf","de-DE","reinigungsfirma pettendorf","Reinigungsfirma Pettendorf","Reinigungsfirma Pettendorf | Objekt prüfen lassen","49","Endreinigung","FLOXANT prüft Reinigungsanfragen in Pettendorf für Wohnung, Büro, Grundreinigung und saubere Übergabe nach Verfügbarkeit. Pettendorf wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen...","218","https://www.floxant.de/reinigung-pettendorf","de-DE:https://www.floxant.de/reinigung-pettendorf | x-default:https://www.floxant.de/reinigung-pettendorf","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-pfatter","de-DE","reinigung pfatter","Reinigung Pfatter","Reinigung Pfatter | Übergabe sauber planen","42","Endreinigung","Endreinigung in Pfatter: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Pfatter wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen bei...","218","https://www.floxant.de/reinigung-pfatter","de-DE:https://www.floxant.de/reinigung-pfatter | x-default:https://www.floxant.de/reinigung-pfatter","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-pielenhofen","de-DE","wohnungsreinigung pielenhofen","Wohnungsreinigung Pielenhofen","Wohnungsreinigung Pielenhofen | FLOXANT Anfrage","47","Endreinigung","Reinigungsfirma für Pielenhofen gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Pielenhofen wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen...","221","https://www.floxant.de/reinigung-pielenhofen","de-DE:https://www.floxant.de/reinigung-pielenhofen | x-default:https://www.floxant.de/reinigung-pielenhofen","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-regenstauf","de-DE","reinigung regenstauf","Reinigung Regenstauf","Reinigung Regenstauf | Übergabe sauber planen","45","Endreinigung","Endreinigung in Regenstauf: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Regenstauf liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und Kapazität...","215","https://www.floxant.de/reinigung-regenstauf","de-DE:https://www.floxant.de/reinigung-regenstauf | x-default:https://www.floxant.de/reinigung-regenstauf","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-riedenburg","de-DE","wohnungsreinigung riedenburg","Wohnungsreinigung Riedenburg","Wohnungsreinigung Riedenburg | FLOXANT Anfrage","46","Endreinigung","Reinigungsfirma für Riedenburg gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Riedenburg wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen...","219","https://www.floxant.de/reinigung-riedenburg","de-DE:https://www.floxant.de/reinigung-riedenburg | x-default:https://www.floxant.de/reinigung-riedenburg","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-riekofen","de-DE","reinigungsfirma riekofen","Reinigungsfirma Riekofen","Reinigungsfirma Riekofen | Objekt prüfen lassen","47","Endreinigung","FLOXANT prüft Reinigungsanfragen in Riekofen für Wohnung, Büro, Grundreinigung und saubere Übergabe nach Verfügbarkeit. Riekofen wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen bei...","218","https://www.floxant.de/reinigung-riekofen","de-DE:https://www.floxant.de/reinigung-riekofen | x-default:https://www.floxant.de/reinigung-riekofen","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-roding","de-DE","wohnungsreinigung roding","Wohnungsreinigung Roding","Wohnungsreinigung Roding | FLOXANT Anfrage","42","Endreinigung","Reinigungsfirma für Roding gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Roding wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen...","218","https://www.floxant.de/reinigung-roding","de-DE:https://www.floxant.de/reinigung-roding | x-default:https://www.floxant.de/reinigung-roding","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-saal-an-der-donau","de-DE","wohnungsreinigung saal an der donau","Wohnungsreinigung Saal an der Donau","Wohnungsreinigung Saal an der Donau | FLOXANT Anfrage","53","Endreinigung","Reinigungsfirma für Saal an der Donau gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Saal an der Donau wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und...","221","https://www.floxant.de/reinigung-saal-an-der-donau","de-DE:https://www.floxant.de/reinigung-saal-an-der-donau | x-default:https://www.floxant.de/reinigung-saal-an-der-donau","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-schierling","de-DE","reinigung schierling","Reinigung Schierling","Reinigung Schierling | Übergabe sauber planen","45","Endreinigung","Endreinigung in Schierling: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Schierling wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen...","220","https://www.floxant.de/reinigung-schierling","de-DE:https://www.floxant.de/reinigung-schierling | x-default:https://www.floxant.de/reinigung-schierling","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-schwandorf","de-DE","wohnungsreinigung schwandorf","Wohnungsreinigung Schwandorf","Wohnungsreinigung Schwandorf | FLOXANT Anfrage","46","Endreinigung","Reinigungsfirma für Schwandorf gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Schwandorf wird als Bayern-Strecke nach Verfügbarkeit geprüft; Rückfahrt, Zeitfenster...","218","https://www.floxant.de/reinigung-schwandorf","de-DE:https://www.floxant.de/reinigung-schwandorf | x-default:https://www.floxant.de/reinigung-schwandorf","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-sinzing","de-DE","reinigung sinzing","Reinigung Sinzing","Reinigung Sinzing | Übergabe sauber planen","42","Endreinigung","Endreinigung in Sinzing: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Sinzing liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und Kapazität werden vor...","220","https://www.floxant.de/reinigung-sinzing","de-DE:https://www.floxant.de/reinigung-sinzing | x-default:https://www.floxant.de/reinigung-sinzing","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-suenching","de-DE","endreinigung suenching","Endreinigung Suenching","Endreinigung Suenching | Fläche & Termin klären","47","Endreinigung","Reinigung in Suenching: FLOXANT prüft Fläche, Zustand, Objektart, Termin und Extras für Endreinigung, Übergabe und Objektservice. Suenching wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen...","218","https://www.floxant.de/reinigung-suenching","de-DE:https://www.floxant.de/reinigung-suenching | x-default:https://www.floxant.de/reinigung-suenching","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-tegernheim","de-DE","reinigung tegernheim","Reinigung Tegernheim","Reinigung Tegernheim | Übergabe sauber planen","45","Endreinigung","Endreinigung in Tegernheim: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Tegernheim liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und Kapazität...","215","https://www.floxant.de/reinigung-tegernheim","de-DE:https://www.floxant.de/reinigung-tegernheim | x-default:https://www.floxant.de/reinigung-tegernheim","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-teublitz","de-DE","reinigungsfirma teublitz","Reinigungsfirma Teublitz","Reinigungsfirma Teublitz | Objekt prüfen lassen","47","Endreinigung","FLOXANT prüft Reinigungsanfragen in Teublitz für Wohnung, Büro, Grundreinigung und saubere Übergabe nach Verfügbarkeit. Teublitz wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen bei...","218","https://www.floxant.de/reinigung-teublitz","de-DE:https://www.floxant.de/reinigung-teublitz | x-default:https://www.floxant.de/reinigung-teublitz","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-thalmassing","de-DE","wohnungsreinigung thalmassing","Wohnungsreinigung Thalmassing","Wohnungsreinigung Thalmassing | FLOXANT Anfrage","47","Endreinigung","Reinigungsfirma für Thalmassing gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Thalmassing wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen...","221","https://www.floxant.de/reinigung-thalmassing","de-DE:https://www.floxant.de/reinigung-thalmassing | x-default:https://www.floxant.de/reinigung-thalmassing","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-wenzenbach","de-DE","wohnungsreinigung wenzenbach","Wohnungsreinigung Wenzenbach","Wohnungsreinigung Wenzenbach | FLOXANT Anfrage","46","Endreinigung","Reinigungsfirma für Wenzenbach gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Wenzenbach liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und Kapazität...","221","https://www.floxant.de/reinigung-wenzenbach","de-DE:https://www.floxant.de/reinigung-wenzenbach | x-default:https://www.floxant.de/reinigung-wenzenbach","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-wiesent","de-DE","wohnungsreinigung wiesent","Wohnungsreinigung Wiesent","Wohnungsreinigung Wiesent | FLOXANT Anfrage","43","Endreinigung","Reinigungsfirma für Wiesent gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Wiesent wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen...","220","https://www.floxant.de/reinigung-wiesent","de-DE:https://www.floxant.de/reinigung-wiesent | x-default:https://www.floxant.de/reinigung-wiesent","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-woerth-an-der-donau","de-DE","wohnungsreinigung woerth an der donau","Wohnungsreinigung Woerth an der Donau","Wohnungsreinigung Woerth an der Donau | FLOXANT Anfrage","55","Endreinigung","Reinigungsfirma für Woerth an der Donau gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Woerth an der Donau wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos...","221","https://www.floxant.de/reinigung-woerth-an-der-donau","de-DE:https://www.floxant.de/reinigung-woerth-an-der-donau | x-default:https://www.floxant.de/reinigung-woerth-an-der-donau","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-wolfsegg","de-DE","reinigung wolfsegg","Reinigung Wolfsegg","Reinigung Wolfsegg | Übergabe sauber planen","43","Endreinigung","Endreinigung in Wolfsegg: Wohnungszustand, Räume, Bad, Küche, Böden und Übergabetermin klar erfassen und Anfrage starten. Wolfsegg wird über den FLOXANT-Regensburg-Radius geprüft; Ort, Fotos und Preisrahmen helfen bei...","220","https://www.floxant.de/reinigung-wolfsegg","de-DE:https://www.floxant.de/reinigung-wolfsegg | x-default:https://www.floxant.de/reinigung-wolfsegg","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/reinigung-zeitlarn","de-DE","wohnungsreinigung zeitlarn","Wohnungsreinigung Zeitlarn","Wohnungsreinigung Zeitlarn | FLOXANT Anfrage","44","Endreinigung","Reinigungsfirma für Zeitlarn gesucht? Fotos, Fläche, Verschmutzung, Zeitfenster und Übergabeanforderungen direkt prüfen lassen. Zeitlarn liegt im direkten Regensburg-Nahbereich; Strecke, Zugang, Fotos und Kapazität...","217","https://www.floxant.de/reinigung-zeitlarn","de-DE:https://www.floxant.de/reinigung-zeitlarn | x-default:https://www.floxant.de/reinigung-zeitlarn","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/seniorenumzug-bayern","de-DE","seniorenumzug anfragen","Seniorenumzug anfragen - Umzug, Umfang und Übergabe klären","Seniorenumzug anfragen - Umzug, Umfang und Übergabe klären","58","Seniorenumzug mit konkreten Eckdaten anfragen - mit Angehörigen, Umfang und Terminwunsch","Seniorenumzug geplant? Start, Ziel, Umfang, Termin und Zusatzleistungen wie Entrümpelung oder Reinigung beschreiben. FLOXANT prüft die Anfrage anhand der genannten Eckdaten.","173","https://www.floxant.de/seniorenumzug-bayern","de-DE:https://www.floxant.de/seniorenumzug-bayern | x-default:https://www.floxant.de/seniorenumzug-bayern","PASS",""
"https://www.floxant.de/wohnungsaufloesung-bayern","de-DE","haus","Haus- und Wohnungsräumung Bayern","Haus- und Wohnungsräumung Bayern | Angebot","42","Umzug Bayern","Haus- und Wohnungsräumung Regensburg: Haushalt auflösen lassen mit Räumen, Möbeln, Keller, Fotos, Entsorgung, Reinigung und Termin. Wohnungsauflösung, Fotos, Termin, Zugang, vorhandenes Angebot und Preisrahmen für...","216","https://www.floxant.de/wohnungsaufloesung-bayern","de-DE:https://www.floxant.de/wohnungsaufloesung-bayern | x-default:https://www.floxant.de/wohnungsaufloesung-bayern","WARN","meta description long | duplicate-h1"
"https://www.floxant.de/wissen","de-DE","ratgeber & wissen rund um umzug, reinigung & entrümpelung","Ratgeber & Wissen rund um Umzug, Reinigung & Entrümpelung","Ratgeber & Wissen rund um Umzug, Reinigung & Entrümpelung | FLOXANT","67","Ratgeber für Umzug, Reinigung und Entrümpelung.","Praktische Hinweise für Umzug, Reinigung und Entrümpelung in Regensburg. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","155","https://www.floxant.de/wissen","de-DE:https://www.floxant.de/wissen | x-default:https://www.floxant.de/wissen","PASS",""
"https://www.floxant.de/leistungen","de-DE","floxant leistungen","FLOXANT Leistungen: Reinigung, Umzug und mehr anfragen","FLOXANT Leistungen: Reinigung, Umzug und mehr anfragen","54","Reinigung, Umzug, Räumung und weitere FLOXANT-Leistungen.","Wählen Sie Region und Aufgabe: Reinigung, Umzug, Räumung, Angebotsprüfung oder diskrete Hilfe direkt anfragen.","110","https://www.floxant.de/leistungen","","PASS",""
"https://www.floxant.de/alternativen","de-DE","floxant vs. wettbewerber","FLOXANT vs. Wettbewerber","FLOXANT vs. Wettbewerber | Der ehrliche Vergleich | Umzug Bayern","64","Die transparente Alternative.","FLOXANT im Vergleich: nachvollziehbarer Preisrahmen, klare Leistungen und nachvollziehbare Umzugsplanung in Bayern. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","198","https://www.floxant.de/alternativen","de-DE:https://www.floxant.de/alternativen | x-default:https://www.floxant.de/alternativen","WARN","meta description long"
"https://www.floxant.de/standorte","de-DE","floxant standorte","FLOXANT Standorte","FLOXANT Standorte | Regensburg, Bayern, Umgebung","48","Standorte und Einsatzgebiet von FLOXANT klar eingeordnet.","Passende Einsatzseite finden: Regensburg, Regensburg, Umzug, Reinigung, Entrümpelung, Büroumzug und wichtige Orte im Überblick. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","210","https://www.floxant.de/standorte","de-DE:https://www.floxant.de/standorte | x-default:https://www.floxant.de/standorte","WARN","meta description long"
"https://www.floxant.de/buchung","de-DE","floxant direkt anfragen","FLOXANT direkt anfragen","FLOXANT direkt anfragen | Umzug, Reinigung & Räumung","52","Was brauchen Sie?","Direkte FLOXANT Anfrage starten: Umzug, Reinigung, Entrümpelung, Haushaltsauflösung oder Entsorgung wählen, Fotos senden und Rückmeldung erhalten.","146","https://www.floxant.de/buchung","de-DE:https://www.floxant.de/buchung | x-default:https://www.floxant.de/buchung","PASS",""
"https://www.floxant.de/empfehlen","de-DE","floxant empfehlen","FLOXANT empfehlen","FLOXANT empfehlen | 50 Euro Empfehlungsbonus","44","FLOXANT empfehlen und 50 Euro als Dankeschön erhalten","FLOXANT weiterempfehlen: Partnercode oder Empfehlungslink teilen. Bei bestätigtem und bezahltem Auftrag wird der 50 Euro Bonus geprüft.","135","https://www.floxant.de/empfehlen","de-DE:https://www.floxant.de/empfehlen | x-default:https://www.floxant.de/empfehlen","PASS",""
"https://www.floxant.de/angebotscheck","de-DE","angebotscheck","Angebotscheck: 12 Punkte zum Leistungsumfang","Angebotscheck: 12 Punkte zum Leistungsumfang | FLOXANT","54","Zwölf Punkte eines Angebots strukturiert klären","Vorhandenes Angebot für Reinigung, Umzug oder Räumung clientseitig prüfen: 12 Bereiche markieren, Rückfragen erstellen und Ergebnis übernehmen.","143","https://www.floxant.de/angebotscheck","de-DE:https://www.floxant.de/angebotscheck | en:https://www.floxant.de/en/quote-check | x-default:https://www.floxant.de/angebotscheck","PASS",""
"https://www.floxant.de/makler-vermieter-link","de-DE","für makler & vermieter","Für Makler & Vermieter","Für Makler & Vermieter | Objektfall direkt senden","49","FLOXANT fuer Makler, Vermieter und Eigentuemer","Direkter Objekt-Link für Makler, Vermieter, Eigentuemer und Hausverwaltungen: Fotos, Termin und offene Punkte an FLOXANT senden. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","211","https://www.floxant.de/makler-vermieter-link","de-DE:https://www.floxant.de/makler-vermieter-link | x-default:https://www.floxant.de/makler-vermieter-link","WARN","meta description long"
"https://www.floxant.de/mieterwechsel-service-regensburg","de-DE","mieterwechsel","Mieterwechsel-Service Regensburg","Mieterwechsel-Service Regensburg | Räumung, Reinigung & Übergabe","64","Mieterwechsel-Service in Regensburg für Vermieter und Hausverwaltungen","FLOXANT unterstützt Vermieter, Hausverwaltungen und Makler beim Mieterwechsel: Räumung, Entsorgung, Endreinigung und Übergabevorbereitung.","138","https://www.floxant.de/mieterwechsel-service-regensburg","de-DE:https://www.floxant.de/mieterwechsel-service-regensburg | x-default:https://www.floxant.de/mieterwechsel-service-regensburg","PASS",""
"https://www.floxant.de/wohnung-wieder-vermietbar","de-DE","wohnung wieder vermietbar machen ? räumung, reinigung & entsorgung...","Wohnung wieder vermietbar machen ? Räumung, Reinigung & Entsorgung...","Wohnung wieder vermietbar machen ? Räumung, Reinigung & Entsorgung...","69","Wohnung wieder vermietbar machen nach Auszug oder Leerstand","Wohnung nach Auszug, Leerstand oder Mieterwechsel vorbereiten: Räumung, Entsorgung, Reinigung, Fotos und Übergabeakte nach Absprache. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","216","https://www.floxant.de/wohnung-wieder-vermietbar","de-DE:https://www.floxant.de/wohnung-wieder-vermietbar | x-default:https://www.floxant.de/wohnung-wieder-vermietbar","WARN","meta description long"
"https://www.floxant.de/immobilie-verkaufsbereit-machen","de-DE","immobilie verkaufsbereit machen","Immobilie verkaufsbereit machen","Immobilie verkaufsbereit machen | FLOXANT","41","Immobilie verkaufsbereit machen vor Besichtigung oder Verkauf","Objekt vor Verkauf, Besichtigung oder Expose vorbereiten: Räumung, Entsorgung, Reinigung, Fotos und Übergabeakte nach Absprache. Objektstatus, Fotos, Besichtigungstermin und gewünschte Leistungen direkt senden.","210","https://www.floxant.de/immobilie-verkaufsbereit-machen","de-DE:https://www.floxant.de/immobilie-verkaufsbereit-machen | x-default:https://www.floxant.de/immobilie-verkaufsbereit-machen","WARN","meta description long"
"https://www.floxant.de/nachlass-raeumung-regensburg","de-DE","nachlass","Nachlass-Räumung Regensburg","Nachlass-Räumung Regensburg | FLOXANT","37","Nachlass-Raeumung in Regensburg - diskret, ruhig und mit klaren Angaben","Wohnung, Haus, Keller oder Garage nach Erbfall diskret klären: Freigabe, Fotos, Räumung, Entsorgung, Reinigung und Rückruf nach Absprache.","138","https://www.floxant.de/nachlass-raeumung-regensburg","de-DE:https://www.floxant.de/nachlass-raeumung-regensburg | x-default:https://www.floxant.de/nachlass-raeumung-regensburg","PASS",""
"https://www.floxant.de/diskreter-umzug-trennung-scheidung","de-DE","diskreter umzug bei trennung oder scheidung","Diskreter Umzug bei Trennung oder Scheidung","Diskreter Umzug bei Trennung oder Scheidung | FLOXANT","53","Diskreter Service fuer Auszug, Reinigung und Uebergabe","Diskreter Auszug in Regensburg: Rückruf, sichere Kontaktmethode, Transport, Reinigung, Schlüsselübergabe und Übergabeakte nach Absprache.","137","https://www.floxant.de/diskreter-umzug-trennung-scheidung","de-DE:https://www.floxant.de/diskreter-umzug-trennung-scheidung | x-default:https://www.floxant.de/diskreter-umzug-trennung-scheidung","PASS",""
"https://www.floxant.de/schadensbegrenzung","de-DE","schadensbegrenzung bei umzug, reinigung & übergabe","Schadensbegrenzung bei Umzug, Reinigung & Übergabe","Schadensbegrenzung bei Umzug, Reinigung & Übergabe | FLOXANT","60","Wenn der Plan kippt: FLOXANT Schadensbegrenzung","Plan gekippt? FLOXANT prüft kurzfristig Ort, Deadline, Fotos, offene Punkte und Machbarkeit für Umzug, Reinigung, Entrümpelung oder Übergabe.","141","https://www.floxant.de/schadensbegrenzung","de-DE:https://www.floxant.de/schadensbegrenzung | x-default:https://www.floxant.de/schadensbegrenzung","PASS",""
"https://www.floxant.de/keller-muellraum-rettung-regensburg","de-DE","keller","Keller- & Müllraum-Rettung Regensburg","Keller- & Müllraum-Rettung Regensburg | FLOXANT","47","Keller- und Muellraum-Rettung fuer Hausverwaltungen in Regensburg","Keller, Müllraum, Garage oder Nebenflaeche blockiert? Fotos, Freigabe, Zugang und Umfang senden; FLOXANT prüft Räumung, Entsorgung und Reinigung.","145","https://www.floxant.de/keller-muellraum-rettung-regensburg","de-DE:https://www.floxant.de/keller-muellraum-rettung-regensburg | x-default:https://www.floxant.de/keller-muellraum-rettung-regensburg","PASS",""
"https://www.floxant.de/rueckfahrt-boerse","de-DE","rückfahrt","Rückfahrt-Börse ? Strecke eintragen","Rückfahrt-Börse ? Strecke eintragen | FLOXANT","45","Rückfahrt-Börse: Strecke eintragen und prüfen lassen","Rückfahrt oder Leerfahrt prüfen lassen: Start, Ziel, Datum, Flexibilität, Umfang und Fotos senden. Keine Fake-Tour, sondern Verfügbarkeitsprüfung.","146","https://www.floxant.de/rueckfahrt-boerse","de-DE:https://www.floxant.de/rueckfahrt-boerse | x-default:https://www.floxant.de/rueckfahrt-boerse","PASS",""
"https://www.floxant.de/uebergabeakte","de-DE","floxant übergabeakte ? auszug & übergabe dokumentieren","FLOXANT Übergabeakte ? Auszug & Übergabe dokumentieren","FLOXANT Übergabeakte ? Auszug & Übergabe dokumentieren","54","FLOXANT Übergabeakte: Auszug, Reinigung und Schlüsselstatus dokumentieren","Übergabeakte nach Absprache anfragen: erledigte Leistungen, Fotos, Schlüsselstatus und Hinweise organisatorisch dokumentieren lassen. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","216","https://www.floxant.de/uebergabeakte","de-DE:https://www.floxant.de/uebergabeakte | x-default:https://www.floxant.de/uebergabeakte","WARN","meta description long"
"https://www.floxant.de/kontakt","de-DE","kontakt","Kontakt","Kontakt | FLOXANT Anfrage stellen","33","Beschreiben Sie kurz, wobei Sie Hilfe brauchen","FLOXANT kontaktieren und Anfrage für Reinigung, Umzug oder Entrümpelung stellen. Bedarf beschreiben und Rückmeldung erhalten. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","208","https://www.floxant.de/kontakt","de-DE:https://www.floxant.de/kontakt | x-default:https://www.floxant.de/kontakt","WARN","meta description long"
"https://www.floxant.de/entsorgung-duesseldorf","de-DE","entsorgung düsseldorf","Entsorgung Düsseldorf – Möbel, Sperrmüll & Abholung","Entsorgung Düsseldorf – Möbel, Sperrmüll & Abholung | FLOXANT","61","Entsorgung Düsseldorf für Möbel, Sperrmüll und kleinere Räumungen","Entsorgung in Düsseldorf für Möbel, Sperrmüll, Haushaltsgegenstände, Keller und kleinere Räumungen: Umfang, Zugang, Etage, Fotos, Termin und Budget senden.","155","https://www.floxant.de/entsorgung-duesseldorf","de-DE:https://www.floxant.de/entsorgung-duesseldorf | x-default:https://www.floxant.de/entsorgung-duesseldorf","WARN","duplicate-title | duplicate-h1 | duplicate-metaDescription"
"https://www.floxant.de/duesseldorf/entsorgung","de-DE","entsorgung düsseldorf","Entsorgung Düsseldorf – Möbel, Sperrmüll & Abholung","Entsorgung Düsseldorf – Möbel, Sperrmüll & Abholung | FLOXANT","61","Entsorgung Düsseldorf für Möbel, Sperrmüll und kleinere Räumungen","Entsorgung in Düsseldorf für Möbel, Sperrmüll, Haushaltsgegenstände, Keller und kleinere Räumungen: Umfang, Zugang, Etage, Fotos, Termin und Budget senden.","155","https://www.floxant.de/entsorgung-duesseldorf","de-DE:https://www.floxant.de/entsorgung-duesseldorf | x-default:https://www.floxant.de/entsorgung-duesseldorf","FAIL","canonical not self-referencing | duplicate-title | duplicate-h1 | duplicate-metaDescription"
"https://www.floxant.de/regensburg/bueroreinigung","de-DE","büroreinigung regensburg für firmen anfragen","Büroreinigung Regensburg für Firmen anfragen","Büroreinigung Regensburg für Firmen anfragen","44","Büroreinigung Regensburg für Firmen mit konkreten Eckdaten anfragen","Büroreinigung Regensburg für Firmen: Fläche, Raumliste, Turnus, Reinigungszeiten und vorhandenes Angebot anhand der Eckdaten klären.","132","https://www.floxant.de/regensburg/bueroreinigung","de-DE:https://www.floxant.de/regensburg/bueroreinigung | x-default:https://www.floxant.de/regensburg/bueroreinigung","PASS",""
"https://www.floxant.de/regensburg/wohnungsaufloesung","de-DE","wohnungsauflösung regensburg","Wohnungsauflösung Regensburg","Wohnungsauflösung Regensburg | Angebot mit Fotos anfragen","57","Wohnungsauflösung Regensburg bei Nachlass, Auszug und Übergabe","Wohnungsauflösung Regensburg bei Nachlass, Auszug oder Pflegeheimwechsel: Fotos, Freigabe, Räume, Zielzustand und Übergabe ruhig klären.","136","https://www.floxant.de/regensburg/wohnungsaufloesung","de-DE:https://www.floxant.de/regensburg/wohnungsaufloesung | x-default:https://www.floxant.de/regensburg/wohnungsaufloesung","PASS",""
